# per-window evidence behind the reported selection
# estimator=phase reference=first looks=256 overlap=0 dt_s=0.023479714941 t_sap_s=0.023479714941
# win_az=32 win_rg=32 stride_az=16 stride_rg=16 upsample_az=200 coherence_min=0 inject_vib=no
# consensus_hz=0.998202067567 agree=10 voting=225 distinct=72 largest_block=9
# modal_lead_hz=0.998202067567
# df_hz=0.166367011261 quant_px=0 coherence_gate=0.493299654026 floor_px=0 n_win_az=15 n_win_rg=15
# cull_hz=0.998202067567 agree=9 input=225 survivors=81 snr_cull=0 sigma_cull=0 neigh_cull=144 snr_gate=0 snr_null=0 sigma_gate_px=0 gates=0
# amplitude_dispersion best=0.0373082386063 median=0.559643069981 n_meeting_0.25=9
# passed_cull_source=selector expected_sum=81
window,iaz,irg,dominant_hz,prominence,quality,excursion_px,snr,sigma_px,d_a,passed_gates,agrees_with_consensus,passed_cull,floor_mm
79,5,4,3.82644125901,4.52922790034,0.658523345137,0,0,0,0.559448910382,1,0,1,0.369331183057
80,5,5,13.1429938896,4.74895254963,0.641778622376,0,0,0,0.556640434723,1,0,0,0.41906789512
81,5,6,8.48471757432,5.93109207965,0.662377116871,0,0,0,0.570339856649,1,0,0,0.410056797589
82,5,7,8.48471757432,5.93109207965,0.683025936258,0,0,0,0.570339856649,1,0,0,0.410056797589
83,5,8,4.49190930405,5.19329379323,0.771526886256,0,0,0,0.581937115632,1,0,1,0.448909019377
84,5,9,4.49190930405,5.19329379323,0.72633868123,0,0,0,0.581937115632,1,0,1,0.448909019377
85,5,10,6.48831343919,3.57631113319,0.966504457337,0,0,0,1.74993551137,1,0,0,0.32432908245
86,5,11,6.48831343919,3.57631113319,0.951703138077,0,0,0,1.74993551137,1,0,0,0.32432908245
87,5,12,9.98202067567,4.9304327806,0.967368595574,0,0,0,2.03454465745,1,0,0,0.321308495147
88,5,13,2.49550516892,5.96734166825,0.627038477984,0,0,0,0.527182337036,1,0,0,0.390941422682
89,5,14,2.49550516892,5.96734166825,0.658191868257,0,0,0,0.527182337036,1,0,1,0.390941422682
90,6,0,11.1465897545,3.83565179132,0.660936269197,0,0,0,0.597969461633,1,0,0,0.408871214637
91,6,1,2.82823919144,8.49530364215,0.638124640902,0,0,0,0.572416399134,1,0,1,0.380222084515
92,6,2,2.82823919144,8.49530364215,0.646100448085,0,0,0,0.572416399134,1,0,1,0.380222084515
93,6,3,3.82644125901,4.43618640798,0.659006769549,0,0,0,0.551684396856,1,0,1,0.436414481405
